participant_private_id,perc_correct,perc_error,perc_missed,perc_typo,perc_wc_event_error,perc_we_cat_error,perc_be_cat_error,perc_check
2069366,13.88888888888889,66.66666666666666,36.11111111111111,2.7777777777777777,19.444444444444446,2.7777777777777777,8.333333333333332,19.444444444444446
2069394,0,61.111111111111114,8.333333333333332,8.333333333333332,44.44444444444444,0,8.333333333333332,38.88888888888889
2075957,22.22222222222222,5.555555555555555,0,5.555555555555555,5.555555555555555,0,0,72.22222222222221
2069386,11.11111111111111,66.66666666666666,0,0,61.111111111111114,0,5.555555555555555,22.22222222222222
2069537,30.555555555555557,55.55555555555556,2.7777777777777777,5.555555555555555,52.77777777777778,0,0,13.88888888888889
2075954,0,47.22222222222222,0,0,47.22222222222222,0,0,52.77777777777778
2069374,2.7777777777777777,83.33333333333334,0,5.555555555555555,38.88888888888889,8.333333333333332,36.11111111111111,13.88888888888889
2075949,19.444444444444446,61.111111111111114,0,5.555555555555555,61.111111111111114,0,0,19.444444444444446
2075962,50,44.44444444444444,5.555555555555555,2.7777777777777777,36.11111111111111,0,2.7777777777777777,5.555555555555555
2069377,8.333333333333332,58.333333333333336,0,0,55.55555555555556,0,2.7777777777777777,33.33333333333333
2075947,5.555555555555555,41.66666666666667,0,13.88888888888889,36.11111111111111,2.7777777777777777,2.7777777777777777,52.77777777777778
2075956,30.555555555555557,50,2.7777777777777777,0,44.44444444444444,2.7777777777777777,0,19.444444444444446
2076004,11.11111111111111,66.66666666666666,11.11111111111111,13.88888888888889,52.77777777777778,0,2.7777777777777777,22.22222222222222
2069383,41.66666666666667,50,13.88888888888889,8.333333333333332,36.11111111111111,0,0,8.333333333333332
2069363,16.666666666666664,52.77777777777778,5.555555555555555,5.555555555555555,47.22222222222222,0,0,30.555555555555557
2075945,8.333333333333332,63.888888888888886,0,2.7777777777777777,63.888888888888886,0,0,27.77777777777778
2069365,41.66666666666667,33.33333333333333,0,2.7777777777777777,27.77777777777778,0,5.555555555555555,25
2069522,30.555555555555557,52.77777777777778,5.555555555555555,0,36.11111111111111,11.11111111111111,0,16.666666666666664
2075946,22.22222222222222,72.22222222222221,0,8.333333333333332,55.55555555555556,5.555555555555555,11.11111111111111,5.555555555555555
2069372,38.88888888888889,44.44444444444444,0,2.7777777777777777,41.66666666666667,0,2.7777777777777777,16.666666666666664
2069382,2.7777777777777777,69.44444444444444,2.7777777777777777,2.7777777777777777,63.888888888888886,0,2.7777777777777777,27.77777777777778
2075952,44.44444444444444,50,0,0,47.22222222222222,2.7777777777777777,0,5.555555555555555
2069364,2.7777777777777777,75,5.555555555555555,2.7777777777777777,63.888888888888886,0,5.555555555555555,22.22222222222222
2070024,41.66666666666667,50,27.77777777777778,0,19.444444444444446,2.7777777777777777,0,8.333333333333332
2075950,30.555555555555557,63.888888888888886,2.7777777777777777,2.7777777777777777,58.333333333333336,0,2.7777777777777777,5.555555555555555
2076070,47.22222222222222,36.11111111111111,8.333333333333332,0,25,2.7777777777777777,0,16.666666666666664
2069370,30.555555555555557,50,0,0,47.22222222222222,0,2.7777777777777777,19.444444444444446
2075953,30.555555555555557,52.77777777777778,2.7777777777777777,5.555555555555555,50,0,0,16.666666666666664
2069369,58.333333333333336,41.66666666666667,0,0,33.33333333333333,5.555555555555555,2.7777777777777777,0
2069415,2.7777777777777777,88.88888888888889,38.88888888888889,0,47.22222222222222,0,2.7777777777777777,8.333333333333332
2075961,25,58.333333333333336,38.88888888888889,0,16.666666666666664,0,2.7777777777777777,16.666666666666664
2069368,38.88888888888889,50,0,5.555555555555555,38.88888888888889,2.7777777777777777,8.333333333333332,11.11111111111111
2069399,11.11111111111111,72.22222222222221,0,5.555555555555555,47.22222222222222,0,25,16.666666666666664
2075939,13.88888888888889,66.66666666666666,0,2.7777777777777777,66.66666666666666,0,0,19.444444444444446
2069371,2.7777777777777777,58.333333333333336,2.7777777777777777,2.7777777777777777,55.55555555555556,0,0,38.88888888888889
2075941,2.7777777777777777,83.33333333333334,36.11111111111111,5.555555555555555,47.22222222222222,0,0,13.88888888888889
2075959,22.22222222222222,63.888888888888886,2.7777777777777777,5.555555555555555,58.333333333333336,0,2.7777777777777777,13.88888888888889
2080727,63.888888888888886,33.33333333333333,0,5.555555555555555,25,2.7777777777777777,5.555555555555555,2.7777777777777777
2080856,0,61.111111111111114,0,2.7777777777777777,50,0,11.11111111111111,38.88888888888889
2080714,5.555555555555555,58.333333333333336,0,8.333333333333332,38.88888888888889,2.7777777777777777,16.666666666666664,36.11111111111111
2080749,30.555555555555557,36.11111111111111,0,2.7777777777777777,36.11111111111111,0,0,33.33333333333333
2080725,44.44444444444444,38.88888888888889,0,2.7777777777777777,38.88888888888889,0,0,16.666666666666664
2080915,5.555555555555555,91.66666666666666,2.7777777777777777,11.11111111111111,77.77777777777779,0,11.11111111111111,2.7777777777777777
2080747,27.77777777777778,63.888888888888886,0,2.7777777777777777,52.77777777777778,2.7777777777777777,8.333333333333332,8.333333333333332
2080736,0,5.555555555555555,0,2.7777777777777777,2.7777777777777777,0,2.7777777777777777,94.44444444444444
2080734,50,41.66666666666667,0,0,41.66666666666667,0,0,8.333333333333332
2080724,5.555555555555555,80.55555555555556,5.555555555555555,16.666666666666664,58.333333333333336,2.7777777777777777,13.88888888888889,13.88888888888889
2080728,13.88888888888889,83.33333333333334,2.7777777777777777,0,77.77777777777779,0,2.7777777777777777,2.7777777777777777
2080731,0,41.66666666666667,25,0,0,2.7777777777777777,13.88888888888889,58.333333333333336
2080814,2.7777777777777777,38.88888888888889,8.333333333333332,5.555555555555555,25,2.7777777777777777,2.7777777777777777,58.333333333333336
2080717,13.88888888888889,63.888888888888886,11.11111111111111,8.333333333333332,41.66666666666667,0,11.11111111111111,22.22222222222222
2080912,0,41.66666666666667,2.7777777777777777,2.7777777777777777,33.33333333333333,5.555555555555555,0,58.333333333333336
2080722,25,52.77777777777778,0,2.7777777777777777,41.66666666666667,0,11.11111111111111,22.22222222222222
2080973,0,44.44444444444444,0,5.555555555555555,44.44444444444444,0,0,55.55555555555556
2080742,19.444444444444446,63.888888888888886,2.7777777777777777,5.555555555555555,58.333333333333336,0,2.7777777777777777,16.666666666666664
2080715,77.77777777777779,16.666666666666664,0,13.88888888888889,13.88888888888889,2.7777777777777777,0,5.555555555555555
2080726,27.77777777777778,66.66666666666666,0,5.555555555555555,58.333333333333336,0,8.333333333333332,5.555555555555555
2080721,30.555555555555557,44.44444444444444,0,0,44.44444444444444,0,0,25
2080741,11.11111111111111,52.77777777777778,0,16.666666666666664,36.11111111111111,0,16.666666666666664,36.11111111111111
2080738,19.444444444444446,52.77777777777778,2.7777777777777777,0,38.88888888888889,5.555555555555555,5.555555555555555,27.77777777777778
2080812,27.77777777777778,55.55555555555556,2.7777777777777777,0,44.44444444444444,5.555555555555555,2.7777777777777777,16.666666666666664
2080718,8.333333333333332,77.77777777777779,0,2.7777777777777777,72.22222222222221,0,5.555555555555555,13.88888888888889
2080744,11.11111111111111,41.66666666666667,0,5.555555555555555,33.33333333333333,0,8.333333333333332,47.22222222222222
2080713,27.77777777777778,66.66666666666666,41.66666666666667,5.555555555555555,22.22222222222222,0,2.7777777777777777,5.555555555555555
2080746,5.555555555555555,66.66666666666666,8.333333333333332,11.11111111111111,41.66666666666667,2.7777777777777777,13.88888888888889,27.77777777777778
2080739,72.22222222222221,22.22222222222222,5.555555555555555,2.7777777777777777,16.666666666666664,0,0,5.555555555555555
2080720,41.66666666666667,50,2.7777777777777777,5.555555555555555,36.11111111111111,5.555555555555555,5.555555555555555,8.333333333333332
2083633,0,41.66666666666667,0,0,38.88888888888889,0,2.7777777777777777,58.333333333333336
2083650,2.7777777777777777,77.77777777777779,30.555555555555557,2.7777777777777777,38.88888888888889,0,8.333333333333332,19.444444444444446
2088793,5.555555555555555,58.333333333333336,0,8.333333333333332,50,0,8.333333333333332,36.11111111111111
2113720,2.7777777777777777,72.22222222222221,13.88888888888889,11.11111111111111,55.55555555555556,0,2.7777777777777777,25
2125189,33.33333333333333,52.77777777777778,0,2.7777777777777777,38.88888888888889,0,13.88888888888889,13.88888888888889
2125252,5.555555555555555,61.111111111111114,0,19.444444444444446,61.111111111111114,0,0,33.33333333333333
2128002,5.555555555555555,86.11111111111111,0,0,83.33333333333334,0,2.7777777777777777,8.333333333333332
2128006,8.333333333333332,66.66666666666666,5.555555555555555,13.88888888888889,58.333333333333336,0,2.7777777777777777,25
2138012,0,86.11111111111111,8.333333333333332,5.555555555555555,77.77777777777779,0,0,13.88888888888889
2155931,47.22222222222222,41.66666666666667,0,2.7777777777777777,33.33333333333333,8.333333333333332,0,11.11111111111111
2157058,38.88888888888889,61.111111111111114,0,0,52.77777777777778,0,8.333333333333332,0
2083627,47.22222222222222,33.33333333333333,0,2.7777777777777777,33.33333333333333,0,0,19.444444444444446
2088711,41.66666666666667,41.66666666666667,0,0,30.555555555555557,8.333333333333332,2.7777777777777777,16.666666666666664
2104752,25,52.77777777777778,0,5.555555555555555,52.77777777777778,0,0,22.22222222222222
2104998,2.7777777777777777,91.66666666666666,2.7777777777777777,8.333333333333332,86.11111111111111,2.7777777777777777,0,5.555555555555555
2113724,5.555555555555555,80.55555555555556,0,19.444444444444446,36.11111111111111,0,44.44444444444444,13.88888888888889
2125191,22.22222222222222,75,2.7777777777777777,2.7777777777777777,58.333333333333336,0,13.88888888888889,2.7777777777777777
2125234,8.333333333333332,72.22222222222221,0,0,69.44444444444444,0,2.7777777777777777,19.444444444444446
2128003,11.11111111111111,66.66666666666666,0,8.333333333333332,50,0,16.666666666666664,22.22222222222222
2128004,41.66666666666667,50,13.88888888888889,2.7777777777777777,30.555555555555557,0,5.555555555555555,8.333333333333332
2131205,44.44444444444444,41.66666666666667,0,0,38.88888888888889,0,2.7777777777777777,13.88888888888889
2138008,5.555555555555555,80.55555555555556,0,0,66.66666666666666,0,13.88888888888889,13.88888888888889
2155929,33.33333333333333,58.333333333333336,5.555555555555555,5.555555555555555,50,2.7777777777777777,0,8.333333333333332
2083615,58.333333333333336,33.33333333333333,2.7777777777777777,0,30.555555555555557,0,0,8.333333333333332
2083678,22.22222222222222,69.44444444444444,0,5.555555555555555,69.44444444444444,0,0,8.333333333333332
2104772,16.666666666666664,50,11.11111111111111,2.7777777777777777,33.33333333333333,0,5.555555555555555,33.33333333333333
2104966,0,94.44444444444444,2.7777777777777777,0,91.66666666666666,0,0,5.555555555555555
2125215,2.7777777777777777,72.22222222222221,0,5.555555555555555,72.22222222222221,0,0,25
2127986,27.77777777777778,58.333333333333336,0,5.555555555555555,50,0,8.333333333333332,13.88888888888889
2128039,50,41.66666666666667,0,11.11111111111111,38.88888888888889,0,2.7777777777777777,8.333333333333332
2131247,13.88888888888889,61.111111111111114,11.11111111111111,2.7777777777777777,33.33333333333333,0,16.666666666666664,25
2131306,27.77777777777778,58.333333333333336,5.555555555555555,2.7777777777777777,50,0,2.7777777777777777,13.88888888888889
2155972,11.11111111111111,55.55555555555556,0,2.7777777777777777,52.77777777777778,0,2.7777777777777777,33.33333333333333
2083612,22.22222222222222,66.66666666666666,2.7777777777777777,2.7777777777777777,55.55555555555556,2.7777777777777777,5.555555555555555,11.11111111111111
2083605,58.333333333333336,30.555555555555557,13.88888888888889,2.7777777777777777,13.88888888888889,2.7777777777777777,0,11.11111111111111
2104761,36.11111111111111,27.77777777777778,0,2.7777777777777777,22.22222222222222,0,5.555555555555555,36.11111111111111
2104804,2.7777777777777777,58.333333333333336,0,2.7777777777777777,52.77777777777778,0,5.555555555555555,38.88888888888889
2113701,52.77777777777778,38.88888888888889,11.11111111111111,11.11111111111111,16.666666666666664,2.7777777777777777,8.333333333333332,8.333333333333332
2125207,50,41.66666666666667,2.7777777777777777,5.555555555555555,30.555555555555557,2.7777777777777777,5.555555555555555,8.333333333333332
2128015,55.55555555555556,38.88888888888889,16.666666666666664,5.555555555555555,13.88888888888889,8.333333333333332,0,5.555555555555555
2127998,8.333333333333332,72.22222222222221,0,5.555555555555555,69.44444444444444,0,2.7777777777777777,19.444444444444446
2131311,5.555555555555555,75,11.11111111111111,2.7777777777777777,50,0,13.88888888888889,19.444444444444446
2131323,11.11111111111111,66.66666666666666,2.7777777777777777,11.11111111111111,52.77777777777778,0,11.11111111111111,22.22222222222222
2155937,61.111111111111114,30.555555555555557,0,5.555555555555555,22.22222222222222,5.555555555555555,2.7777777777777777,8.333333333333332
2083602,27.77777777777778,50,0,0,50,0,0,22.22222222222222
2088758,30.555555555555557,55.55555555555556,0,5.555555555555555,52.77777777777778,2.7777777777777777,0,13.88888888888889
2104763,30.555555555555557,44.44444444444444,2.7777777777777777,2.7777777777777777,38.88888888888889,0,2.7777777777777777,25
2104787,63.888888888888886,25,0,5.555555555555555,16.666666666666664,0,8.333333333333332,11.11111111111111
2113703,41.66666666666667,41.66666666666667,2.7777777777777777,0,33.33333333333333,0,5.555555555555555,16.666666666666664
2113695,16.666666666666664,69.44444444444444,0,0,69.44444444444444,0,0,13.88888888888889
2125201,2.7777777777777777,61.111111111111114,0,5.555555555555555,52.77777777777778,0,8.333333333333332,36.11111111111111
2127990,58.333333333333336,27.77777777777778,11.11111111111111,5.555555555555555,16.666666666666664,0,0,13.88888888888889
2127989,50,38.88888888888889,2.7777777777777777,2.7777777777777777,27.77777777777778,5.555555555555555,2.7777777777777777,11.11111111111111
2131201,11.11111111111111,58.333333333333336,0,2.7777777777777777,58.333333333333336,0,0,30.555555555555557
2138009,5.555555555555555,72.22222222222221,0,2.7777777777777777,55.55555555555556,0,16.666666666666664,22.22222222222222
2138050,61.111111111111114,25,19.444444444444446,2.7777777777777777,5.555555555555555,0,0,13.88888888888889
2083616,27.77777777777778,61.111111111111114,0,2.7777777777777777,52.77777777777778,2.7777777777777777,5.555555555555555,11.11111111111111
2083652,69.44444444444444,25,8.333333333333332,2.7777777777777777,16.666666666666664,0,0,5.555555555555555
2104774,25,63.888888888888886,2.7777777777777777,5.555555555555555,55.55555555555556,0,5.555555555555555,11.11111111111111
2105515,44.44444444444444,47.22222222222222,2.7777777777777777,11.11111111111111,41.66666666666667,0,2.7777777777777777,8.333333333333332
2113688,47.22222222222222,41.66666666666667,2.7777777777777777,8.333333333333332,33.33333333333333,5.555555555555555,0,11.11111111111111
2125200,22.22222222222222,41.66666666666667,0,0,41.66666666666667,0,0,36.11111111111111
2125213,25,44.44444444444444,0,19.444444444444446,38.88888888888889,0,5.555555555555555,30.555555555555557
2128008,19.444444444444446,63.888888888888886,11.11111111111111,5.555555555555555,52.77777777777778,0,0,16.666666666666664
2128005,16.666666666666664,47.22222222222222,0,5.555555555555555,30.555555555555557,0,16.666666666666664,36.11111111111111
2131303,11.11111111111111,58.333333333333336,0,2.7777777777777777,55.55555555555556,0,2.7777777777777777,30.555555555555557
2138011,25,75,5.555555555555555,8.333333333333332,63.888888888888886,2.7777777777777777,2.7777777777777777,0
2155935,19.444444444444446,72.22222222222221,0,8.333333333333332,69.44444444444444,0,2.7777777777777777,8.333333333333332
2083604,19.444444444444446,77.77777777777779,0,5.555555555555555,72.22222222222221,0,5.555555555555555,2.7777777777777777
2083679,27.77777777777778,50,0,8.333333333333332,41.66666666666667,0,8.333333333333332,22.22222222222222
2104745,36.11111111111111,44.44444444444444,2.7777777777777777,5.555555555555555,38.88888888888889,0,2.7777777777777777,19.444444444444446
2104817,52.77777777777778,33.33333333333333,8.333333333333332,5.555555555555555,22.22222222222222,0,2.7777777777777777,13.88888888888889
