participant_private_id,perc_correct,perc_missed,perc_check
2069366,13.88888888888889,36.11111111111111,50
2069394,0,8.333333333333332,91.66666666666666
2075957,16.666666666666664,0,83.33333333333334
2069386,11.11111111111111,0,88.88888888888889
2069537,30.555555555555557,2.7777777777777777,66.66666666666666
2075954,0,0,100
2069374,2.7777777777777777,0,97.22222222222221
2075949,19.444444444444446,0,80.55555555555556
2075962,47.22222222222222,5.555555555555555,47.22222222222222
2069377,8.333333333333332,0,91.66666666666666
2075947,5.555555555555555,0,94.44444444444444
2075956,30.555555555555557,2.7777777777777777,66.66666666666666
2076004,11.11111111111111,11.11111111111111,77.77777777777779
2069383,36.11111111111111,13.88888888888889,50
2069363,13.88888888888889,5.555555555555555,80.55555555555556
2075945,8.333333333333332,0,91.66666666666666
2069365,38.88888888888889,0,61.111111111111114
2069522,30.555555555555557,5.555555555555555,63.888888888888886
2075946,22.22222222222222,0,77.77777777777779
2069372,38.88888888888889,0,61.111111111111114
2069382,2.7777777777777777,2.7777777777777777,94.44444444444444
2075952,44.44444444444444,0,55.55555555555556
2069364,2.7777777777777777,5.555555555555555,91.66666666666666
2070024,41.66666666666667,27.77777777777778,30.555555555555557
2075950,30.555555555555557,2.7777777777777777,66.66666666666666
2076070,47.22222222222222,8.333333333333332,44.44444444444444
2069370,30.555555555555557,0,69.44444444444444
2075953,25,2.7777777777777777,72.22222222222221
2069369,58.333333333333336,0,41.66666666666667
2069415,2.7777777777777777,38.88888888888889,58.333333333333336
2075961,25,38.88888888888889,36.11111111111111
2069368,36.11111111111111,0,63.888888888888886
2069399,11.11111111111111,0,88.88888888888889
2075939,13.88888888888889,0,86.11111111111111
2069371,2.7777777777777777,2.7777777777777777,94.44444444444444
2075941,2.7777777777777777,36.11111111111111,61.111111111111114
2075959,19.444444444444446,2.7777777777777777,77.77777777777779
2080727,58.333333333333336,0,41.66666666666667
2080856,0,0,100
2080714,2.7777777777777777,0,97.22222222222221
2080749,27.77777777777778,0,72.22222222222221
2080725,41.66666666666667,0,58.333333333333336
2080915,5.555555555555555,2.7777777777777777,91.66666666666666
2080747,27.77777777777778,0,72.22222222222221
2080736,0,0,100
2080734,50,0,50
2080724,2.7777777777777777,5.555555555555555,91.66666666666666
2080728,13.88888888888889,2.7777777777777777,83.33333333333334
2080731,0,25,75
2080814,2.7777777777777777,8.333333333333332,88.88888888888889
2080717,11.11111111111111,11.11111111111111,77.77777777777779
2080912,0,2.7777777777777777,97.22222222222221
2080722,25,0,75
2080973,0,0,100
2080742,16.666666666666664,2.7777777777777777,80.55555555555556
2080715,66.66666666666666,0,33.33333333333333
2080726,22.22222222222222,0,77.77777777777779
2080721,30.555555555555557,0,69.44444444444444
2080741,8.333333333333332,0,91.66666666666666
2080738,19.444444444444446,2.7777777777777777,77.77777777777779
2080812,27.77777777777778,2.7777777777777777,69.44444444444444
2080718,8.333333333333332,0,91.66666666666666
2080744,11.11111111111111,0,88.88888888888889
2080713,22.22222222222222,41.66666666666667,36.11111111111111
2080746,2.7777777777777777,8.333333333333332,88.88888888888889
2080739,72.22222222222221,5.555555555555555,22.22222222222222
2080720,41.66666666666667,2.7777777777777777,55.55555555555556
2083633,0,0,100
2083650,2.7777777777777777,30.555555555555557,66.66666666666666
2088793,2.7777777777777777,0,97.22222222222221
2113720,2.7777777777777777,13.88888888888889,83.33333333333334
2125189,30.555555555555557,0,69.44444444444444
2125252,5.555555555555555,0,94.44444444444444
2128002,5.555555555555555,0,94.44444444444444
2128006,8.333333333333332,5.555555555555555,86.11111111111111
2138012,0,8.333333333333332,91.66666666666666
2155931,47.22222222222222,0,52.77777777777778
2157058,38.88888888888889,0,61.111111111111114
2083627,44.44444444444444,0,55.55555555555556
2088711,41.66666666666667,0,58.333333333333336
2104752,25,0,75
2104998,2.7777777777777777,2.7777777777777777,94.44444444444444
2113724,2.7777777777777777,0,97.22222222222221
2125191,22.22222222222222,2.7777777777777777,75
2125234,8.333333333333332,0,91.66666666666666
2128003,11.11111111111111,0,88.88888888888889
2128004,41.66666666666667,13.88888888888889,44.44444444444444
2131205,44.44444444444444,0,55.55555555555556
2138008,5.555555555555555,0,94.44444444444444
2155929,33.33333333333333,5.555555555555555,61.111111111111114
2083615,58.333333333333336,2.7777777777777777,38.88888888888889
2083678,19.444444444444446,0,80.55555555555556
2104772,16.666666666666664,11.11111111111111,72.22222222222221
2104966,0,2.7777777777777777,97.22222222222221
2125215,2.7777777777777777,0,97.22222222222221
2127986,27.77777777777778,0,72.22222222222221
2128039,41.66666666666667,0,58.333333333333336
2131247,13.88888888888889,11.11111111111111,75
2131306,25,5.555555555555555,69.44444444444444
2155972,11.11111111111111,0,88.88888888888889
2083612,22.22222222222222,2.7777777777777777,75
2083605,55.55555555555556,13.88888888888889,30.555555555555557
2104761,33.33333333333333,0,66.66666666666666
2104804,2.7777777777777777,0,97.22222222222221
2113701,50,11.11111111111111,38.88888888888889
2125207,47.22222222222222,2.7777777777777777,50
2128015,52.77777777777778,16.666666666666664,30.555555555555557
2127998,8.333333333333332,0,91.66666666666666
2131311,5.555555555555555,11.11111111111111,83.33333333333334
2131323,11.11111111111111,2.7777777777777777,86.11111111111111
2155937,55.55555555555556,0,44.44444444444444
2083602,27.77777777777778,0,72.22222222222221
2088758,27.77777777777778,0,72.22222222222221
2104763,30.555555555555557,2.7777777777777777,66.66666666666666
2104787,63.888888888888886,0,36.11111111111111
2113703,41.66666666666667,2.7777777777777777,55.55555555555556
2113695,16.666666666666664,0,83.33333333333334
2125201,2.7777777777777777,0,97.22222222222221
2127990,58.333333333333336,11.11111111111111,30.555555555555557
2127989,50,2.7777777777777777,47.22222222222222
2131201,11.11111111111111,0,88.88888888888889
2138009,5.555555555555555,0,94.44444444444444
2138050,58.333333333333336,19.444444444444446,22.22222222222222
2083616,27.77777777777778,0,72.22222222222221
2083652,66.66666666666666,8.333333333333332,25
2104774,22.22222222222222,2.7777777777777777,75
2105515,36.11111111111111,2.7777777777777777,61.111111111111114
2113688,38.88888888888889,2.7777777777777777,58.333333333333336
2125200,22.22222222222222,0,77.77777777777779
2125213,22.22222222222222,0,77.77777777777779
2128008,19.444444444444446,11.11111111111111,69.44444444444444
2128005,16.666666666666664,0,83.33333333333334
2131303,11.11111111111111,0,88.88888888888889
2138011,22.22222222222222,5.555555555555555,72.22222222222221
2155935,13.88888888888889,0,86.11111111111111
2083604,19.444444444444446,0,80.55555555555556
2083679,25,0,75
2104745,33.33333333333333,2.7777777777777777,63.888888888888886
2104817,47.22222222222222,8.333333333333332,44.44444444444444
2113694,2.7777777777777777,88.88888888888889,8.333333333333332
2125186,22.22222222222222,47.22222222222222,30.555555555555557
2125202,72.22222222222221,8.333333333333332,19.444444444444446
2128014,5.555555555555555,0,94.44444444444444
2128041,11.11111111111111,0,88.88888888888889
2128127,77.77777777777779,0,22.22222222222222
2138019,11.11111111111111,0,88.88888888888889
2155936,44.44444444444444,0,55.55555555555556
2083637,33.33333333333333,0,66.66666666666666
2083657,13.88888888888889,5.555555555555555,80.55555555555556
2088808,8.333333333333332,2.7777777777777777,88.88888888888889
2104757,30.555555555555557,0,69.44444444444444
2113690,22.22222222222222,5.555555555555555,72.22222222222221
2125177,0,0,100
2125208,0,0,100
2125214,0,0,100
2128064,55.55555555555556,2.7777777777777777,41.66666666666667
2131208,22.22222222222222,2.7777777777777777,75
2131335,0,2.7777777777777777,97.22222222222221
2155928,38.88888888888889,13.88888888888889,47.22222222222222
2083634,19.444444444444446,0,80.55555555555556
2083814,22.22222222222222,41.66666666666667,36.11111111111111
2088788,19.444444444444446,2.7777777777777777,77.77777777777779
2104756,8.333333333333332,0,91.66666666666666
2113700,44.44444444444444,0,55.55555555555556
2125194,19.444444444444446,0,80.55555555555556
2125183,33.33333333333333,2.7777777777777777,63.888888888888886
2128018,13.88888888888889,2.7777777777777777,83.33333333333334
2128012,38.88888888888889,5.555555555555555,55.55555555555556
2131212,33.33333333333333,0,66.66666666666666
2131282,13.88888888888889,2.7777777777777777,83.33333333333334
2155924,55.55555555555556,0,44.44444444444444
2083628,44.44444444444444,2.7777777777777777,52.77777777777778
2104748,0,0,100
2104807,19.444444444444446,0,80.55555555555556
2113692,33.33333333333333,11.11111111111111,55.55555555555556
2125220,2.7777777777777777,2.7777777777777777,94.44444444444444
2127994,2.7777777777777777,0,97.22222222222221
2128010,72.22222222222221,0,27.77777777777778
2131231,19.444444444444446,16.666666666666664,63.888888888888886
2131374,0,0,100
2138007,16.666666666666664,27.77777777777778,55.55555555555556
2083610,16.666666666666664,0,83.33333333333334
2083723,2.7777777777777777,36.11111111111111,61.111111111111114
2104762,36.11111111111111,0,63.888888888888886
2104758,5.555555555555555,2.7777777777777777,91.66666666666666
2113693,25,2.7777777777777777,72.22222222222221
2125180,61.111111111111114,5.555555555555555,33.33333333333333
2125206,13.88888888888889,0,86.11111111111111
2128011,61.111111111111114,5.555555555555555,33.33333333333333
2128013,36.11111111111111,8.333333333333332,55.55555555555556
2131260,30.555555555555557,5.555555555555555,63.888888888888886
2138018,2.7777777777777777,0,97.22222222222221
2155933,25,2.7777777777777777,72.22222222222221
2083601,38.88888888888889,5.555555555555555,55.55555555555556
2088745,30.555555555555557,0,69.44444444444444
2088770,19.444444444444446,19.444444444444446,61.111111111111114
2104769,16.666666666666664,0,83.33333333333334
2113697,25,0,75
2125205,25,0,75
2125198,58.333333333333336,33.33333333333333,8.333333333333332
2127997,8.333333333333332,0,91.66666666666666
2128059,16.666666666666664,0,83.33333333333334
2128270,8.333333333333332,0,91.66666666666666
2131322,0,5.555555555555555,94.44444444444444
2155966,5.555555555555555,2.7777777777777777,91.66666666666666
2083614,16.666666666666664,0,83.33333333333334
2088743,19.444444444444446,2.7777777777777777,77.77777777777779
2104777,8.333333333333332,0,91.66666666666666
2104760,30.555555555555557,0,69.44444444444444
2113748,8.333333333333332,25,66.66666666666666
2125196,41.66666666666667,0,58.333333333333336
2125190,25,8.333333333333332,66.66666666666666
2128017,27.77777777777778,5.555555555555555,66.66666666666666
2128035,13.88888888888889,11.11111111111111,77.77777777777779
2131206,11.11111111111111,0,88.88888888888889
2131239,0,83.33333333333334,16.666666666666664
2156020,30.555555555555557,0,69.44444444444444
2157021,8.333333333333332,22.22222222222222,69.44444444444444
2083609,8.333333333333332,0,91.66666666666666
2083651,58.333333333333336,0,41.66666666666667
2088710,33.33333333333333,13.88888888888889,52.77777777777778
2104820,38.88888888888889,0,61.111111111111114
2113796,66.66666666666666,0,33.33333333333333
2125195,16.666666666666664,0,83.33333333333334
2125217,19.444444444444446,0,80.55555555555556
2128001,25,0,75
2128038,38.88888888888889,0,61.111111111111114
2128130,72.22222222222221,0,27.77777777777778
2131379,2.7777777777777777,11.11111111111111,86.11111111111111
2155958,36.11111111111111,0,63.888888888888886
2083618,22.22222222222222,2.7777777777777777,75
2088713,47.22222222222222,5.555555555555555,47.22222222222222
2088746,0,0,100
2104791,11.11111111111111,11.11111111111111,77.77777777777779
2113742,47.22222222222222,2.7777777777777777,50
2125197,27.77777777777778,0,72.22222222222221
2125241,36.11111111111111,2.7777777777777777,61.111111111111114
2128009,44.44444444444444,2.7777777777777777,52.77777777777778
2127991,5.555555555555555,0,94.44444444444444
2128095,11.11111111111111,2.7777777777777777,86.11111111111111
2138020,11.11111111111111,0,88.88888888888889
2156001,36.11111111111111,0,63.888888888888886
2155920,11.11111111111111,0,88.88888888888889
2083617,30.555555555555557,0,69.44444444444444
2088748,13.88888888888889,0,86.11111111111111
2104751,38.88888888888889,2.7777777777777777,58.333333333333336
2104773,38.88888888888889,0,61.111111111111114
2113689,36.11111111111111,2.7777777777777777,61.111111111111114
2125192,22.22222222222222,2.7777777777777777,75
2125256,25,0,75
2127995,16.666666666666664,16.666666666666664,66.66666666666666
2128024,5.555555555555555,16.666666666666664,77.77777777777779
2131209,25,2.7777777777777777,72.22222222222221
2138015,0,5.555555555555555,94.44444444444444
2138024,33.33333333333333,5.555555555555555,61.111111111111114
2083626,2.7777777777777777,0,97.22222222222221
2088714,38.88888888888889,2.7777777777777777,58.333333333333336
2104747,8.333333333333332,0,91.66666666666666
2104923,0,0,100
2113696,0,2.7777777777777777,97.22222222222221
2125188,22.22222222222222,0,77.77777777777779
2125210,0,5.555555555555555,94.44444444444444
2127996,38.88888888888889,0,61.111111111111114
2128043,0,2.7777777777777777,97.22222222222221
2131283,5.555555555555555,11.11111111111111,83.33333333333334
2131390,5.555555555555555,2.7777777777777777,91.66666666666666
2156476,30.555555555555557,0,69.44444444444444
2083611,19.444444444444446,30.555555555555557,50
2088744,16.666666666666664,0,83.33333333333334
2104793,11.11111111111111,0,88.88888888888889
2104755,8.333333333333332,2.7777777777777777,88.88888888888889
2113752,52.77777777777778,0,47.22222222222222
2125209,52.77777777777778,0,47.22222222222222
2125276,5.555555555555555,0,94.44444444444444
2127999,19.444444444444446,5.555555555555555,75
2128247,11.11111111111111,5.555555555555555,83.33333333333334
2131448,8.333333333333332,5.555555555555555,86.11111111111111
2155921,11.11111111111111,0,88.88888888888889
